full_name;stars;age_years;releases_count;primary_language;forks_count;open_issues_count;created_at;updated_at
Snailclimb/JavaGuide;154388;7.87;0;Java;46133;70;2018-05-07T13:27:00Z;2026-03-23T00:27:39Z
krahets/hello-algo;123667;3.38;10;Java;14927;29;2022-11-04T11:08:34Z;2026-03-23T00:24:40Z
GrowingGit/GitHub-Chinese-Top-Charts;107036;6.54;0;Java;13531;193;2019-09-05T03:01:56Z;2026-03-23T00:25:13Z
iluwatar/java-design-patterns;93829;11.62;0;Java;27368;217;2014-08-09T16:45:18Z;2026-03-22T23:17:54Z
macrozheng/mall;83213;7.96;3;Java;29676;14;2018-04-04T01:11:44Z;2026-03-22T15:56:27Z
spring-projects/spring-boot;80323;13.42;342;Java;41868;475;2012-10-19T15:02:57Z;2026-03-22T20:42:45Z
doocs/advanced-java;78901;7.46;1;Java;19265;2;2018-10-06T11:38:30Z;2026-03-22T15:54:41Z
MisterBooo/LeetCodeAnimation;76703;7.29;0;Java;13977;21;2018-12-06T08:01:22Z;2026-03-22T17:46:31Z
elastic/elasticsearch;76402;16.11;238;Java;25824;5610;2010-02-08T13:20:56Z;2026-03-22T23:09:10Z
NationalSecurityAgency/ghidra;66033;7.06;52;Java;7273;1859;2019-03-01T03:27:48Z;2026-03-23T00:23:23Z
TheAlgorithms/Java;65257;9.68;0;Java;21039;57;2016-07-16T10:21:02Z;2026-03-23T00:11:58Z
kdn251/interviews;64962;9.1;0;Java;12923;118;2017-02-14T18:19:25Z;2026-03-22T20:54:00Z
spring-projects/spring-framework;59786;15.29;359;Java;38909;359;2010-12-08T04:04:45Z;2026-03-23T00:02:01Z
termux/termux-app;52331;10.41;95;Java;6251;504;2015-10-23T09:42:46Z;2026-03-23T00:01:17Z
google/guava;51501;11.81;57;Java;11147;721;2014-05-29T16:23:17Z;2026-03-23T00:01:44Z
dbeaver/dbeaver;49232;10.42;244;Java;4089;3242;2015-10-21T08:26:28Z;2026-03-22T23:57:21Z
ReactiveX/RxJava;48468;13.2;252;Java;7603;15;2013-01-08T20:11:48Z;2026-03-22T18:05:23Z
skylot/jadx;47729;13.01;34;Java;5463;415;2013-03-18T17:08:21Z;2026-03-22T21:56:57Z
jeecgboot/JeecgBoot;45499;7.32;70;Java;15847;56;2018-11-26T10:40:00Z;2026-03-22T22:49:26Z
apache/dubbo;41710;13.75;113;Java;26533;935;2012-06-19T07:56:02Z;2026-03-22T15:00:32Z
PhilJay/MPAndroidChart;38228;11.91;44;Java;9048;2189;2014-04-25T14:29:47Z;2026-03-22T00:33:01Z
halo-dev/halo;38144;8.0;253;Java;10229;240;2018-03-21T12:56:52Z;2026-03-22T16:54:39Z
TeamNewPipe/NewPipe;37626;10.55;141;Java;3517;1386;2015-09-03T23:39:26Z;2026-03-23T00:26:06Z
eugenp/tutorials;37352;12.9;0;Java;53729;31;2013-04-29T18:26:36Z;2026-03-21T16:51:28Z
alibaba/arthas;37198;7.56;69;Java;7634;463;2018-08-29T17:15:57Z;2026-03-22T16:34:44Z
geekxh/hello-algorithm;36026;5.81;0;Java;6448;11;2020-05-29T05:47:09Z;2026-03-22T02:44:53Z
YunaiV/ruoyi-vue-pro;35946;5.16;54;Java;7765;7;2021-01-24T03:18:25Z;2026-03-22T16:12:10Z
doocs/leetcode;35808;7.51;21;Java;9385;0;2018-09-16T14:03:03Z;2026-03-22T23:42:46Z
airbnb/lottie-android;35605;9.46;63;Java;5441;53;2016-10-06T22:42:42Z;2026-03-22T18:06:23Z
ashishps1/awesome-system-design-resources;35403;2.41;0;Java;7754;9;2023-10-25T01:50:42Z;2026-03-22T23:52:27Z
bumptech/glide;35030;12.7;54;Java;6184;633;2013-07-08T22:52:33Z;2026-03-22T16:04:22Z
netty/netty;34892;15.36;0;Java;16276;616;2010-11-09T09:22:21Z;2026-03-22T08:21:30Z
SeleniumHQ/selenium;34167;13.18;114;Java;8661;192;2013-01-14T21:40:56Z;2026-03-22T22:45:31Z
xkcoding/spring-boot-demo;34111;8.36;0;Java;10993;142;2017-11-10T06:27:29Z;2026-03-22T14:43:54Z
zxing/zxing;33894;14.44;32;Java;9433;10;2011-10-12T14:07:27Z;2026-03-22T22:03:04Z
alibaba/easyexcel;33770;8.12;14;Java;7625;569;2018-02-06T03:14:08Z;2026-03-22T10:37:44Z
Blankj/AndroidUtilCode;33706;9.64;117;Java;10684;328;2016-07-30T18:18:32Z;2026-03-22T23:15:47Z
keycloak/keycloak;33485;12.72;103;Java;8163;2583;2013-07-02T13:38:51Z;2026-03-23T00:00:45Z
alibaba/nacos;32754;7.77;89;Java;13260;231;2018-06-15T06:49:27Z;2026-03-22T19:31:21Z
binarywang/WxJava;32655;10.21;31;Java;9063;8;2016-01-06T08:24:05Z;2026-03-22T13:45:52Z
apache/kafka;32218;14.6;0;Java;15062;326;2011-08-15T18:06:16Z;2026-03-23T00:19:16Z
conductor-oss/conductor;31554;2.29;36;Java;839;141;2023-12-08T06:06:09Z;2026-03-23T00:22:24Z
ityouknow/spring-boot-examples;30641;9.37;0;Java;12300;17;2016-11-05T05:32:33Z;2026-03-22T17:48:14Z
chinabugotech/hutool;30331;11.94;157;Java;7648;2;2014-04-13T07:23:51Z;2026-03-22T16:34:06Z
xuxueli/xxl-job;29982;10.31;42;Java;11460;211;2015-11-28T12:59:34Z;2026-03-22T14:21:23Z
apolloconfig/apollo;29766;10.05;43;Java;10203;149;2016-03-04T10:24:23Z;2026-03-22T09:56:03Z
alibaba/canal;29636;13.19;32;Java;7661;1239;2013-01-13T10:59:52Z;2026-03-22T11:03:35Z
alibaba/spring-cloud-alibaba;29084;8.3;51;Java;8518;149;2017-12-01T20:49:15Z;2026-03-22T05:07:56Z
yuliskov/SmartTube;29036;5.65;980;Java;1559;637;2020-07-28T12:53:52Z;2026-03-22T22:24:48Z
wuyouzhuguli/SpringAll;29013;7.89;0;Java;8160;34;2018-05-02T02:48:44Z;2026-03-22T14:43:59Z
DrKLO/Telegram;28745;12.41;95;Java;9346;438;2013-10-25T14:08:10Z;2026-03-23T00:03:57Z
alibaba/druid;28221;14.38;52;Java;8605;2343;2011-11-03T05:12:51Z;2026-03-22T08:54:36Z
lenve/vhr;28086;8.21;0;Java;10253;214;2018-01-04T08:57:51Z;2026-03-22T12:36:25Z
crossoverJie/JCSprout;27003;8.26;0;Java;7022;45;2017-12-17T09:06:50Z;2026-03-21T19:48:09Z
Anuken/Mindustry;26990;8.89;180;Java;3379;100;2017-04-30T01:24:29Z;2026-03-22T22:30:53Z
qiurunze123/miaosha;26599;7.52;0;Java;6618;6;2018-09-14T04:36:24Z;2026-03-21T19:47:19Z
kestra-io/kestra;26576;6.58;408;Java;2534;500;2019-08-24T13:56:15Z;2026-03-22T21:54:36Z
OpenAPITools/openapi-generator;25992;7.86;78;Java;7451;5617;2018-05-12T09:57:56Z;2026-03-22T23:31:30Z
apache/incubator-seata;25964;7.23;45;Java;8889;877;2018-12-28T08:37:22Z;2026-03-22T15:32:59Z
apache/flink;25884;11.79;0;Java;13898;324;2014-06-07T07:00:10Z;2026-03-22T18:21:17Z
alibaba/fastjson;25703;14.38;84;Java;6446;2112;2011-11-03T06:58:52Z;2026-03-22T14:44:10Z
hollischuang/toBeTopJavaer;25461;7.41;0;Java;5414;61;2018-10-25T09:54:54Z;2026-03-22T14:44:10Z
JakeWharton/butterknife;25416;13.05;0;Java;4567;119;2013-03-05T08:18:59Z;2026-03-20T04:59:43Z
CodePhiliaX/Chat2DB;25259;2.75;43;Java;2763;517;2023-06-20T14:05:26Z;2026-03-23T00:02:12Z
bazelbuild/bazel;25246;11.78;246;Java;4428;1814;2014-06-12T16:00:38Z;2026-03-22T19:21:45Z
scwang90/SmartRefreshLayout;25174;8.8;14;Java;4976;341;2017-06-02T09:52:50Z;2026-03-21T14:53:01Z
jenkinsci/jenkins;25116;15.33;482;Java;9429;3574;2010-11-22T21:21:23Z;2026-03-22T19:51:14Z
libgdx/libgdx;24936;13.61;15;Java;6534;329;2012-08-10T19:34:38Z;2026-03-22T18:29:13Z
proxyee-down-org/proxyee-down;24787;8.41;49;Java;4377;214;2017-10-25T10:07:27Z;2026-03-21T06:14:01Z
greenrobot/EventBus;24751;13.68;7;Java;4653;147;2012-07-16T16:55:40Z;2026-03-20T05:00:22Z
apache/skywalking;24751;10.37;63;Java;6641;40;2015-11-07T03:30:36Z;2026-03-22T02:50:22Z
Netflix/Hystrix;24465;13.34;79;Java;4707;56;2012-11-19T20:14:46Z;2026-03-20T06:20:44Z
google/gson;24344;11.01;12;Java;4415;332;2015-03-19T18:21:20Z;2026-03-22T02:27:00Z
redisson/redisson;24272;12.19;178;Java;5496;277;2014-01-11T14:06:25Z;2026-03-23T00:01:53Z
iBotPeaches/Apktool;24112;14.01;28;Java;3898;79;2012-03-19T17:46:53Z;2026-03-22T22:55:41Z
dataease/dataease;23656;5.13;105;Java;4057;57;2021-02-02T04:10:21Z;2026-03-22T16:18:13Z
EnterpriseQualityCoding/FizzBuzzEnterpriseEdition;23556;13.33;0;Java;799;542;2012-11-24T00:14:41Z;2026-03-22T11:38:24Z
LSPosed/LSPosed;23182;5.27;39;Java;3531;5;2020-12-12T08:39:37Z;2026-03-22T22:45:25Z
doocs/source-code-hunter;23131;6.4;0;Java;4258;0;2019-10-28T01:35:10Z;2026-03-22T11:06:51Z
alibaba/Sentinel;23096;7.96;26;Java;8152;837;2018-04-04T06:37:33Z;2026-03-22T05:38:47Z
ashishps1/awesome-low-level-design;22853;2.34;0;Java;5621;62;2023-11-17T10:15:12Z;2026-03-22T23:39:30Z
openjdk/jdk;22754;7.51;0;Java;6283;415;2018-09-17T12:29:20Z;2026-03-22T22:14:50Z
apache/rocketmq;22379;9.31;24;Java;11995;287;2016-11-30T08:00:08Z;2026-03-22T09:01:02Z
kunal-kushwaha/DSA-Bootcamp-Java;22353;4.64;0;Java;13206;646;2021-07-30T12:23:25Z;2026-03-22T18:52:01Z
google/ExoPlayer;21936;11.77;28;Java;6014;632;2014-06-13T21:19:18Z;2026-03-22T08:09:16Z
elunez/eladmin;21932;7.27;1;Java;7374;7;2018-12-14T08:54:24Z;2026-03-22T14:23:14Z
oracle/graal;21519;10.18;32;Java;1783;820;2016-01-14T17:11:35Z;2026-03-22T13:21:26Z
CarGuo/GSYVideoPlayer;21422;9.35;64;Java;4324;14;2016-11-13T12:34:31Z;2026-03-22T15:07:44Z
thingsboard/thingsboard;21400;9.3;77;Java;6192;184;2016-12-01T09:33:30Z;2026-03-23T00:09:19Z
brettwooldridge/HikariCP;21076;12.45;0;Java;3015;528;2013-10-08T05:43:03Z;2026-03-22T14:39:36Z
apache/shardingsphere;20701;10.17;59;Java;6914;318;2016-01-18T12:49:26Z;2026-03-22T13:37:46Z
didi/DoKit;20436;7.6;14;Java;3192;276;2018-08-14T10:32:07Z;2026-03-21T09:17:50Z
mybatis/mybatis-3;20399;13.1;46;Java;12949;199;2013-02-14T19:03:32Z;2026-03-22T14:44:05Z
linlinjava/litemall;20199;8.0;8;Java;7340;46;2018-03-22T16:42:30Z;2026-03-22T15:51:39Z
ReactiveX/RxAndroid;20180;11.59;20;Java;2945;1;2014-08-19T03:46:38Z;2026-03-19T17:17:21Z
yudaocode/SpringBoot-Labs;20077;7.52;0;Java;6180;46;2018-09-12T14:51:46Z;2026-03-22T15:50:28Z
JetBrains/intellij-community;19851;14.48;22;Java;5704;167;2011-09-30T13:33:05Z;2026-03-23T00:06:55Z
dianping/cat;18966;13.29;3;Java;5425;215;2012-12-05T02:31:48Z;2026-03-22T05:47:26Z
Baseflow/PhotoView;18862;13.68;5;Java;3923;226;2012-07-17T16:39:00Z;2026-03-22T15:50:01Z
lionsoul2014/ip2region;18851;10.38;21;Java;2986;4;2015-11-02T00:43:13Z;2026-03-22T18:31:32Z
antlr/antlr4;18796;16.13;31;Java;3429;1054;2010-02-04T01:36:28Z;2026-03-20T21:48:25Z
dromara/Sa-Token;18696;6.13;39;Java;2886;96;2020-02-03T10:34:29Z;2026-03-22T14:51:26Z
YunaiV/yudao-cloud;18692;6.89;40;Java;4682;2;2019-05-02T16:06:49Z;2026-03-22T13:12:41Z
williamfiset/Algorithms;18532;9.01;0;Java;4525;54;2017-03-18T02:50:46Z;2026-03-22T20:35:16Z
Tencent/APIJSON;18409;9.33;111;Java;2274;238;2016-11-21T12:03:29Z;2026-03-22T12:03:44Z
LMAX-Exchange/disruptor;18270;13.5;14;Java;3964;15;2012-09-21T13:42:24Z;2026-03-22T03:54:32Z
forezp/SpringCloudLearning;17978;8.95;0;Java;8000;50;2017-04-08T10:06:56Z;2026-03-22T12:53:32Z
Tencent/tinker;17816;9.54;60;Java;3360;556;2016-09-06T06:57:52Z;2026-03-22T19:01:26Z
ben-manes/caffeine;17561;11.27;72;Java;1684;1;2014-12-13T08:45:11Z;2026-03-22T23:17:28Z
infinilabs/analysis-ik;17434;14.26;1;Java;3285;369;2011-12-16T09:01:45Z;2026-03-22T12:05:45Z
openzipkin/zipkin;17416;13.79;97;Java;3102;172;2012-06-06T18:26:16Z;2026-03-22T21:43:58Z
justauth/JustAuth;17410;7.14;46;Java;2852;73;2019-01-31T09:42:20Z;2026-03-22T14:53:38Z
baomidou/mybatis-plus;17322;9.59;40;Java;4446;117;2016-08-18T10:06:53Z;2026-03-22T15:17:52Z
gyoogle/tech-interview-for-developer;17222;6.78;0;Java;3724;19;2019-06-09T04:42:57Z;2026-03-22T12:36:51Z
material-components/material-components-android;17206;9.29;118;Java;3227;778;2016-12-05T16:11:29Z;2026-03-22T21:10:27Z
facebook/fresco;17164;11.06;55;Java;3750;259;2015-03-02T09:58:04Z;2026-03-22T15:29:38Z
alibaba/DataX;17145;8.17;7;Java;5665;1353;2018-01-18T10:09:47Z;2026-03-22T15:12:23Z
nostra13/Android-Universal-Image-Loader;17060;14.32;0;Java;6043;460;2011-11-27T18:48:23Z;2026-03-22T12:37:13Z
heibaiying/BigData-Notes;16883;7.03;0;Java;4311;37;2019-03-10T01:40:01Z;2026-03-22T14:15:27Z
questdb/questdb;16784;11.9;103;Java;1553;817;2014-04-28T23:29:15Z;2026-03-22T15:51:22Z
winterbe/java8-tutorial;16769;12.02;0;Java;4013;20;2014-03-16T17:25:43Z;2026-03-22T12:37:20Z
Grasscutters/Grasscutter;16768;3.93;20;Java;4369;148;2022-04-17T12:43:46Z;2026-03-22T09:00:09Z
shuzheng/zheng;16703;9.46;0;Java;7298;81;2016-10-04T10:07:06Z;2026-03-22T14:44:06Z
prestodb/presto;16664;13.62;14;Java;5532;2852;2012-08-09T01:03:37Z;2026-03-22T09:20:07Z
JeffLi1993/springboot-learning-example;16595;9.12;0;Java;7108;54;2017-02-06T07:02:25Z;2026-03-22T14:43:57Z
neo4j/neo4j;16129;13.36;72;Java;2582;188;2012-11-12T08:46:15Z;2026-03-22T21:42:02Z
ashishps1/awesome-leetcode-resources;16066;2.41;0;Java;3441;12;2023-10-25T01:48:19Z;2026-03-22T17:31:57Z
android-hacker/VirtualXposed;15984;8.3;50;Java;2520;157;2017-12-01T09:00:58Z;2026-03-22T13:25:11Z
dyc87112/SpringBoot-Learning;15795;9.58;0;Java;4836;68;2016-08-21T03:39:06Z;2026-03-21T19:48:40Z
android10/Android-CleanArchitecture;15564;11.59;0;Java;3288;144;2014-08-19T14:09:26Z;2026-03-22T16:45:06Z
quarkusio/quarkus;15550;7.71;459;Java;3109;2663;2018-07-06T00:44:20Z;2026-03-22T19:28:59Z
apache/hadoop;15506;11.56;0;Java;9206;129;2014-08-28T07:00:08Z;2026-03-22T15:03:21Z
Konloch/bytecode-viewer;15455;11.44;62;Java;1222;99;2014-10-14T10:26:46Z;2026-03-22T12:05:56Z
mockito/mockito;15431;13.44;226;Java;2654;480;2012-10-13T20:27:12Z;2026-03-20T20:35:15Z
apache/pulsar;15176;9.73;122;Java;3713;1676;2016-06-28T07:00:03Z;2026-03-22T12:50:42Z
apache/doris;15135;8.61;83;Java;3740;788;2017-08-10T12:13:30Z;2026-03-22T23:59:21Z
zhisheng17/flink-learning;15057;7.22;0;Java;3961;0;2019-01-01T07:38:28Z;2026-03-22T02:31:50Z
java-decompiler/jd-gui;15055;10.99;18;Java;2477;246;2015-03-25T05:28:41Z;2026-03-22T07:25:36Z
supertokens/supertokens-core;14984;6.21;115;Java;653;149;2020-01-05T13:30:52Z;2026-03-22T16:52:21Z
zaproxy/zaproxy;14889;10.8;23;Java;2528;850;2015-06-03T16:55:01Z;2026-03-22T22:40:18Z
cryptomator/cryptomator;14822;12.13;205;Java;1273;288;2014-02-02T00:43:47Z;2026-03-22T23:34:29Z
elastic/logstash;14816;15.34;238;Java;3503;2222;2010-11-18T01:31:50Z;2026-03-21T23:28:02Z
theonedev/onedev;14789;7.37;469;Java;945;0;2018-11-06T02:57:01Z;2026-03-22T19:39:26Z
eclipse-vertx/vert.x;14663;14.76;0;Java;2101;220;2011-06-17T14:54:55Z;2026-03-21T13:35:01Z
arduino/Arduino;14551;15.51;37;Java;6991;738;2010-09-17T19:10:36Z;2026-03-21T12:55:16Z
hdodenhof/CircleImageView;14545;12.18;0;Java;3096;7;2014-01-17T16:44:46Z;2026-03-22T20:10:11Z
Tencent/QMUI_Android;14522;8.92;35;Java;2677;428;2017-04-21T10:03:18Z;2026-03-22T02:36:50Z
alibaba/ARouter;14499;9.27;16;Java;2616;141;2016-12-14T01:27:49Z;2026-03-20T03:09:51Z
GoogleContainerTools/jib;14358;8.16;176;Java;1468;244;2018-01-22T18:30:43Z;2026-03-22T07:59:08Z
deeplearning4j/deeplearning4j;14214;12.31;0;Java;3843;615;2013-11-27T02:03:28Z;2026-03-22T05:49:43Z
languagetool-org/languagetool;14195;12.62;0;Java;1491;2097;2013-08-08T16:37:22Z;2026-03-22T23:38:17Z
apache/dolphinscheduler;14194;7.06;56;Java;5005;186;2019-03-01T16:39:25Z;2026-03-21T18:57:13Z
DuGuQiuBai/Java;14180;10.32;0;Java;5173;78;2015-11-25T07:30:08Z;2026-03-22T13:30:28Z
kekingcn/kkFileView;14020;8.27;16;Java;3222;49;2017-12-12T11:41:08Z;2026-03-22T12:04:58Z
Netflix/zuul;13999;13.02;60;Java;2432;6;2013-03-13T18:53:57Z;2026-03-23T00:03:08Z
apache/druid;13964;13.41;71;Java;3778;787;2012-10-23T19:08:07Z;2026-03-21T03:59:22Z
janishar/mit-deep-learning-book-pdf;13958;8.96;3;Java;2873;12;2017-04-07T10:46:50Z;2026-03-20T08:30:34Z
xpipe-io/xpipe;13903;3.15;145;Java;531;51;2023-01-27T02:25:38Z;2026-03-22T21:29:28Z
orhanobut/logger;13879;11.01;16;Java;2138;81;2015-03-20T22:30:12Z;2026-03-21T06:53:29Z
sqshq/piggymetrics;13877;10.98;2;Java;6385;26;2015-03-29T17:56:31Z;2026-03-22T08:06:43Z
pinpoint-apm/pinpoint;13813;11.42;62;Java;3765;519;2014-10-20T09:27:22Z;2026-03-22T10:35:26Z
lgvalle/Material-Animations;13800;11.04;0;Java;2451;20;2015-03-08T20:54:00Z;2026-03-18T08:07:40Z
seaswalker/spring-analysis;13766;9.53;0;Java;4154;20;2016-09-09T07:46:32Z;2026-03-22T07:46:39Z
JessYanCoding/AndroidAutoSize;13747;7.59;14;Java;2010;125;2018-08-17T09:04:19Z;2026-03-20T04:57:03Z
LuckSiege/PictureSelector;13592;9.21;116;Java;3112;579;2017-01-04T07:47:39Z;2026-03-20T03:09:51Z
tink-crypto/tink;13559;11.79;21;Java;1186;0;2014-06-06T16:21:09Z;2026-03-21T23:25:28Z
Bigkoo/Android-PickerView;13469;11.23;0;Java;3460;437;2014-12-28T01:46:38Z;2026-03-20T03:09:47Z
projectlombok/lombok;13422;16.79;0;Java;2474;997;2009-06-08T19:46:41Z;2026-03-22T16:08:18Z
macrozheng/mall-learning;13362;6.94;0;Java;8321;5;2019-04-12T13:20:31Z;2026-03-22T08:22:23Z
pxb1988/dex2jar;13094;11.02;8;Java;2192;379;2015-03-16T09:13:07Z;2026-03-21T13:12:17Z
youth5201314/banner;13039;9.91;0;Java;2531;46;2016-04-22T05:50:25Z;2026-03-22T15:57:55Z
metersphere/metersphere;13028;6.13;183;Java;2790;56;2020-02-03T02:06:12Z;2026-03-23T00:25:38Z
alibaba/COLA;12920;8.12;11;Java;3233;100;2018-02-06T13:46:27Z;2026-03-21T16:31:06Z
macrozheng/mall-swarm;12883;6.32;3;Java;5512;9;2019-11-25T06:55:31Z;2026-03-22T11:00:55Z
codecentric/spring-boot-admin;12829;11.66;147;Java;3118;51;2014-07-25T11:39:13Z;2026-03-22T13:22:10Z
plantuml/plantuml;12814;15.38;67;Java;1158;600;2010-11-04T15:55:50Z;2026-03-22T21:56:38Z
Netflix/conductor;12788;9.29;319;Java;2332;164;2016-12-07T22:48:42Z;2026-03-23T00:01:57Z
apache/zookeeper;12738;16.99;0;Java;7330;225;2009-03-27T15:41:56Z;2026-03-21T08:17:35Z
google/guice;12730;11.82;19;Java;1688;361;2014-05-28T23:18:53Z;2026-03-22T05:47:24Z
facebook/stetho;12702;11.16;13;Java;1118;85;2015-01-22T22:34:10Z;2026-03-21T19:47:31Z
Netflix/eureka;12695;13.65;151;Java;3781;138;2012-07-26T22:23:07Z;2026-03-21T13:55:03Z
microg/GmsCore;12663;11.91;45;Java;2661;1241;2014-04-23T19:28:47Z;2026-03-22T22:56:29Z
trinodb/trino;12656;7.17;3;Java;3541;2601;2019-01-19T06:38:14Z;2026-03-22T20:44:08Z
opensearch-project/OpenSearch;12618;5.14;65;Java;2468;2656;2021-01-29T22:10:00Z;2026-03-22T23:49:11Z
greenrobot/greenDAO;12616;14.41;8;Java;2873;237;2011-10-22T16:15:14Z;2026-03-20T18:34:23Z
zhihu/Matisse;12564;8.94;15;Java;2054;465;2017-04-13T01:31:05Z;2026-03-22T09:10:00Z
debezium/debezium;12531;10.16;0;Java;2889;139;2016-01-22T20:17:05Z;2026-03-21T21:37:43Z
daimajia/AndroidViewAnimations;12474;11.75;9;Java;2418;66;2014-06-23T03:53:13Z;2026-03-22T07:26:33Z
LawnchairLauncher/lawnchair;12425;9.05;31;Java;1465;657;2017-03-03T13:12:58Z;2026-03-22T23:46:39Z
pagehelper-org/Mybatis-PageHelper;12385;11.78;15;Java;3118;55;2014-06-09T15:32:30Z;2026-03-22T14:44:03Z
daimajia/AndroidSwipeLayout;12382;11.57;18;Java;2649;383;2014-08-25T04:09:33Z;2026-03-20T03:09:47Z
redis/jedis;12298;15.78;120;Java;3904;101;2010-06-11T13:04:43Z;2026-03-22T08:20:20Z
amitshekhariitbhu/android-interview-questions;12290;8.7;0;Java;2378;14;2017-07-09T18:47:24Z;2026-03-22T12:06:20Z
Team-xManager/xManager;12181;5.11;51;Java;316;30;2021-02-08T11:31:10Z;2026-03-22T21:12:28Z
beemdevelopment/Aegis;12158;9.6;73;Java;513;96;2016-08-15T19:10:31Z;2026-03-23T00:04:07Z
Yalantis/uCrop;12120;10.21;20;Java;2224;320;2016-01-05T13:41:06Z;2026-03-20T21:23:56Z
PaperMC/Paper;12007;10.16;0;Java;3305;665;2016-01-22T05:40:19Z;2026-03-22T23:25:05Z
grpc/grpc-java;11995;11.29;189;Java;3975;513;2014-12-08T19:00:00Z;2026-03-22T15:49:04Z
Tencent/matrix;11994;7.28;16;Java;1938;407;2018-12-11T07:08:02Z;2026-03-20T09:40:58Z
provectus/kafka-ui;11971;6.32;25;Java;1377;347;2019-11-26T15:55:55Z;2026-03-22T21:12:18Z
Tencent/VasSonic;11882;8.64;10;Java;1620;44;2017-08-01T08:35:13Z;2026-03-21T08:45:59Z
OpenRefine/OpenRefine;11785;13.43;76;Java;2135;713;2012-10-15T02:22:48Z;2026-03-22T12:11:48Z
frank-lam/fullstack-tutorial;11700;7.94;0;Java;2417;21;2018-04-13T01:50:10Z;2026-03-22T18:44:50Z
code4craft/webmagic;11697;12.91;33;Java;4151;367;2013-04-23T12:57:36Z;2026-03-22T05:48:49Z
datahub-project/datahub;11694;10.34;131;Java;3403;820;2015-11-18T05:47:40Z;2026-03-22T05:58:35Z
newbee-ltd/newbee-mall;11537;6.5;0;Java;2765;20;2019-09-21T03:56:04Z;2026-03-21T21:48:02Z
StarRocks/starrocks;11499;4.54;178;Java;2368;951;2021-09-04T02:29:35Z;2026-03-22T22:31:56Z
realm/realm-java;11489;13.92;0;Java;1755;396;2012-04-20T09:18:42Z;2026-03-20T04:58:46Z
careercup/CtCI-6th-Edition;11479;10.72;0;Java;4396;143;2015-07-02T06:28:46Z;2026-03-21T08:36:18Z
gyf-dev/ImmersionBar;11470;8.92;0;Java;1920;133;2017-04-19T05:10:09Z;2026-03-18T12:27:08Z
jd-opensource/joyagent-jdgenie;11458;0.68;1;Java;1562;213;2025-07-16T02:59:53Z;2026-03-22T17:59:06Z
jhy/jsoup;11354;16.25;21;Java;2285;4;2009-12-19T01:29:58Z;2026-03-22T13:37:46Z
ssssssss-team/spider-flow;11317;5.98;2;Java;2177;23;2020-03-27T11:07:15Z;2026-03-22T10:09:35Z
mission-peace/interview;11306;11.67;0;Java;5160;174;2014-07-20T21:27:31Z;2026-03-21T22:15:21Z
apereo/cas;11299;14.53;312;Java;3959;7;2011-09-09T01:36:42Z;2026-03-22T14:54:44Z
langchain4j/langchain4j;11229;2.75;61;Java;2048;686;2023-06-20T15:30:29Z;2026-03-22T23:46:12Z
permissions-dispatcher/PermissionsDispatcher;11204;10.6;40;Java;1437;32;2015-08-15T21:41:05Z;2026-03-19T16:10:04Z
daniulive/SmarterStreaming;11163;9.99;0;Java;2762;7;2016-03-26T14:46:02Z;2026-03-21T19:46:59Z
lingochamp/FileDownloader;11125;10.25;65;Java;2209;193;2015-12-22T11:17:16Z;2026-03-20T04:52:26Z
H07000223/FlycoTabLayout;11112;10.37;4;Java;2420;371;2015-11-09T01:53:19Z;2026-03-20T03:09:49Z
apple/pkl;11100;2.17;20;Java;364;206;2024-01-19T17:28:45Z;2026-03-22T23:31:12Z
jwtk/jjwt;11050;11.52;9;Java;1383;49;2014-09-13T01:06:24Z;2026-03-21T19:47:07Z
jfeinstein10/SlidingMenu;11024;13.72;0;Java;4969;307;2012-06-30T05:14:23Z;2026-03-17T07:12:16Z
androidannotations/androidannotations;11009;14.21;0;Java;2324;50;2012-01-06T08:48:03Z;2026-03-20T05:00:31Z
asLody/VirtualApp;10944;9.71;0;Java;3017;169;2016-07-06T13:25:23Z;2026-03-22T11:36:59Z
square/javapoet;10859;13.13;0;Java;1388;142;2013-02-01T16:56:30Z;2026-03-20T23:13:34Z
clojure/clojure;10832;15.73;0;Java;1457;0;2010-06-29T20:03:33Z;2026-03-22T00:18:08Z
aosp-mirror/platform_frameworks_base;10821;17.42;0;Java;6482;8;2008-10-21T18:20:37Z;2026-03-18T14:40:40Z
TooTallNate/Java-WebSocket;10801;16.17;19;Java;2590;57;2010-01-20T23:33:04Z;2026-03-21T19:46:46Z
alibaba/vlayout;10765;9.06;34;Java;1788;194;2017-02-27T08:11:47Z;2026-03-18T08:32:59Z
zfile-dev/zfile;10699;6.59;67;Java;1959;55;2019-08-19T13:57:56Z;2026-03-21T14:50:12Z
android-async-http/android-async-http;10622;15.08;3;Java;4053;119;2011-02-20T03:25:07Z;2026-03-20T05:00:39Z
resilience4j/resilience4j;10598;10.8;36;Java;1450;274;2015-06-03T09:21:01Z;2026-03-22T08:55:15Z
jeasonlzy/okhttp-OkGo;10588;10.18;14;Java;2549;470;2016-01-15T10:35:24Z;2026-03-20T03:09:49Z
google/auto;10555;12.83;67;Java;1211;87;2013-05-22T21:41:56Z;2026-03-22T05:23:26Z
Activiti/Activiti;10518;13.52;2516;Java;6945;672;2012-09-13T11:34:43Z;2026-03-21T16:37:17Z
